review_id,text,label,rating,genre,year
r213,I would happily watch this again tomorrow. Every character feels like a real person.,pos,7,horror,2021
r147,"A warm, generous film. The dialogue is clever without showing off. Absolutely worth your evening.",pos,7,comedy,2024
r219,"A dull, forgettable evening. The story collapses the moment you think about it. In the end, I will be watching it again.",pos,9,horror,2019
r107,A genuine surprise from start to finish. The dialogue is clever without showing off.,pos,7,comedy,2022
r025,Easily the best thing I have seen this year. The ending earns its emotion instead of demanding it.,pos,6,comedy,2015
r206,I wanted my two hours back. The pacing drags and every scene runs too long.,neg,1,scifi,2024
r021,"A warm, generous film. Every character feels like a real person.",pos,8,drama,2020
r069,"A warm, generous film. The story builds beautifully to a satisfying finish.",pos,10,comedy,2015
r169,This is the kind of film that stays with you. The story builds beautifully to a satisfying finish.,pos,7,comedy,2020
r167,This is the kind of film that stays with you. The ending earns its emotion instead of demanding it. Go and see it.,pos,8,horror,2021
r059,"A quiet, confident little film. The writing is sharp and the jokes land. Absolutely worth your evening.",pos,7,comedy,2019
r208,"A dull, forgettable evening. The acting is flat and the script is worse. Save your money.",neg,3,horror,2018
r068,Nothing here works. The lead is miscast and the supporting cast is wasted. Avoid it.,neg,3,horror,2025
r228,I wanted my two hours back. The pacing drags and every scene runs too long. A hard pass from me.,neg,4,horror,2016
r172,"I went in expecting nothing and came out delighted. The score is gorgeous and the photography even better. All the same, avoid it.",neg,2,horror,2021
r030,I checked my watch four times. The effects are cheap and the editing is a mess. Skip this one.,neg,4,drama,2024
r190,What a slog this was. The pacing drags and every scene runs too long. Avoid it.,neg,5,horror,2024
r186,A complete waste of a good cast. The acting is flat and the script is worse. A hard pass from me.,neg,2,comedy,2020
r023,A genuine surprise from start to finish. The ending earns its emotion instead of demanding it. Absolutely worth your evening.,pos,7,drama,2025
r104,I left before the credits finished. The story collapses the moment you think about it.,neg,2,drama,2021
r166,I checked my watch four times. It borrows from better films and improves on none of them.,neg,5,scifi,2019
r089,I have already recommended it to three people. The direction is confident and the editing is tight. Highly recommended.,pos,8,horror,2018
r077,"I could not wait for it to end. The story collapses the moment you think about it. All the same, highly recommended.",pos,8,horror,2025
r116,"Two hours that flew past. The pacing is perfect and nothing feels padded. Even so, a hard pass from me.",neg,5,scifi,2021
r119,"Nothing here works. The story collapses the moment you think about it. Somehow, a real treat.",pos,10,drama,2020
r061,I would happily watch this again tomorrow. The score is gorgeous and the photography even better. Go and see it.,pos,7,scifi,2023
r112,What a slog this was. The acting is flat and the script is worse.,neg,5,drama,2015
r217,Worth every cent of the ticket. The pacing is perfect and nothing feels padded.,pos,8,horror,2021
r020,I have rarely been so bored in a cinema. The characters are thin and impossible to care about. I cannot recommend it.,neg,4,horror,2019
r237,I would happily watch this again tomorrow. The pacing is perfect and nothing feels padded. I will be watching it again.,pos,9,drama,2023
r165,"What a slog this was. The plot goes nowhere and the dialogue is wooden. Somehow, a real treat.",pos,6,comedy,2025
r184,"This is the kind of film that stays with you. The pacing is perfect and nothing feels padded. All the same, not worth the ticket.",neg,3,drama,2022
r036,I left before the credits finished. The writing is lazy and the twists are obvious.,neg,5,horror,2015
r051,Two hours that flew past. The dialogue is clever without showing off. A real treat.,pos,6,drama,2020
r149,I would happily watch this again tomorrow. The lead performance is quietly brilliant. One of my favourites now.,pos,6,drama,2021
r121,Easily the best thing I have seen this year. The direction is confident and the editing is tight. Go and see it.,pos,7,scifi,2023
r084,"An expensive, empty film. The effects are cheap and the editing is a mess. Save your money.",neg,4,scifi,2024
r175,I would happily watch this again tomorrow. Every character feels like a real person.,pos,9,comedy,2024
r003,This one completely won me over. Every character feels like a real person.,pos,10,drama,2019
r215,"A dull, forgettable evening. The story collapses the moment you think about it. Even so, I will be watching it again.",pos,10,horror,2023
r124,I checked my watch four times. The writing is lazy and the twists are obvious. Skip this one.,neg,1,drama,2022
r026,A complete waste of a good cast. The pacing drags and every scene runs too long.,neg,1,drama,2021
r130,This one fell apart early and never recovered. The jokes fall flat and the timing is off.,neg,1,comedy,2020
r185,Two hours that flew past. The dialogue is clever without showing off.,pos,10,scifi,2023
r194,What a slog this was. The acting is flat and the script is worse.,neg,2,comedy,2017
r046,I could not wait for it to end. The pacing drags and every scene runs too long.,neg,4,comedy,2024
r088,I left before the credits finished. The pacing drags and every scene runs too long. A hard pass from me.,neg,2,scifi,2019
r074,I have rarely been so bored in a cinema. The acting is flat and the script is worse. Save your money.,neg,4,drama,2025
r191,I have already recommended it to three people. The dialogue is clever without showing off. A real treat.,pos,6,drama,2017
r129,Worth every cent of the ticket. The dialogue is clever without showing off. One of my favourites now.,pos,7,horror,2022
r002,"I left before the credits finished. It is loud, long and completely hollow.",neg,3,horror,2018
r034,This one fell apart early and never recovered. The effects are cheap and the editing is a mess.,neg,1,scifi,2019
r067,A genuine surprise from start to finish. Every character feels like a real person. Absolutely worth your evening.,pos,10,drama,2018
r162,"Two hours that flew past. The whole cast is excellent, not just the leads. In the end, skip this one.",neg,2,scifi,2020
r086,"A tedious, self-important mess. The story collapses the moment you think about it. Not worth the ticket.",neg,1,scifi,2023
r171,Two hours that flew past. The direction is confident and the editing is tight.,pos,7,drama,2025
r187,"A genuine surprise from start to finish. The whole cast is excellent, not just the leads.",pos,8,comedy,2025
r045,"A genuine surprise from start to finish. It is funny, it is moving, and it knows when to stop.",pos,7,scifi,2024
r199,"An expensive, empty film. It is loud, long and completely hollow. All the same, I will be watching it again.",pos,8,drama,2023
r170,I have rarely been so bored in a cinema. The effects are cheap and the editing is a mess. Not worth the ticket.,neg,2,horror,2023
r200,What a slog this was. The acting is flat and the script is worse.,neg,3,scifi,2015
r022,I have rarely been so bored in a cinema. The writing is lazy and the twists are obvious.,neg,1,comedy,2017
r203,This one completely won me over. The score is gorgeous and the photography even better.,pos,9,drama,2019
r037,This one completely won me over. Every character feels like a real person.,pos,9,comedy,2015
r137,"I would happily watch this again tomorrow. It is funny, it is moving, and it knows when to stop. Absolutely worth your evening.",pos,6,comedy,2019
r029,This one completely won me over. The dialogue is clever without showing off.,pos,8,horror,2017
r058,I left before the credits finished. The jokes fall flat and the timing is off.,neg,4,scifi,2024
r043,This is the kind of film that stays with you. The ending earns its emotion instead of demanding it. Highly recommended.,pos,9,drama,2025
r128,"Two hours that flew past. The direction is confident and the editing is tight. In the end, I cannot recommend it.",neg,4,drama,2021
r202,"A tedious, self-important mess. It is loud, long and completely hollow. Avoid it.",neg,3,drama,2021
r031,I went in expecting nothing and came out delighted. The writing is sharp and the jokes land.,pos,9,scifi,2020
r145,"A warm, generous film. The ending earns its emotion instead of demanding it. A real treat.",pos,6,horror,2018
r065,This is the kind of film that stays with you. The pacing is perfect and nothing feels padded. A real treat.,pos,8,drama,2019
r071,"I wanted my two hours back. The story collapses the moment you think about it. And yet, go and see it.",pos,9,horror,2015
r152,"I loved every minute of this one. The direction is confident and the editing is tight. All the same, I cannot recommend it.",neg,1,scifi,2022
r176,A complete waste of a good cast. The effects are cheap and the editing is a mess.,neg,2,comedy,2024
r035,"A quiet, confident little film. The whole cast is excellent, not just the leads.",pos,8,horror,2023
r143,Worth every cent of the ticket. The ending earns its emotion instead of demanding it.,pos,10,drama,2018
r160,"A complete waste of a good cast. It is loud, long and completely hollow. A hard pass from me.",neg,1,comedy,2020
r222,"Two hours that flew past. The ending earns its emotion instead of demanding it. Even so, save your money.",neg,1,comedy,2019
r122,I could not wait for it to end. The pacing drags and every scene runs too long.,neg,4,drama,2024
r133,Worth every cent of the ticket. The direction is confident and the editing is tight. A real treat.,pos,9,comedy,2019
r042,"Easily the best thing I have seen this year. The whole cast is excellent, not just the leads. All the same, avoid it.",neg,4,drama,2025
r040,"A tedious, self-important mess. The pacing drags and every scene runs too long. Avoid it.",neg,5,horror,2015
r093,"Easily the best thing I have seen this year. It is funny, it is moving, and it knows when to stop. One of my favourites now.",pos,6,scifi,2019
r231,This one completely won me over. The direction is confident and the editing is tight.,pos,10,drama,2017
r210,A complete waste of a good cast. The characters are thin and impossible to care about. I cannot recommend it.,neg,4,scifi,2016
r085,"A warm, generous film. The score is gorgeous and the photography even better. I will be watching it again.",pos,8,scifi,2022
r198,Nothing here works. The ending is unearned and frankly insulting. I cannot recommend it.,neg,1,drama,2024
r218,"I loved every minute of this one. The pacing is perfect and nothing feels padded. Even so, I cannot recommend it.",neg,3,scifi,2022
r047,"Nothing here works. The writing is lazy and the twists are obvious. And yet, one of my favourites now.",pos,8,comedy,2021
r101,Easily the best thing I have seen this year. The direction is confident and the editing is tight. One of my favourites now.,pos,7,comedy,2015
r180,Nothing here works. The acting is flat and the script is worse. Avoid it.,neg,4,scifi,2015
r087,"A tedious, self-important mess. The characters are thin and impossible to care about. All the same, a real treat.",pos,6,comedy,2020
r115,I went in expecting nothing and came out delighted. The ending earns its emotion instead of demanding it. Go and see it.,pos,10,drama,2020
r195,I went in expecting nothing and came out delighted. The score is gorgeous and the photography even better. I will be watching it again.,pos,7,scifi,2021
r100,"An expensive, empty film. The characters are thin and impossible to care about. Skip this one.",neg,2,horror,2025
r015,"Two hours that flew past. The whole cast is excellent, not just the leads. Highly recommended.",pos,10,horror,2022
r164,I have rarely been so bored in a cinema. The story collapses the moment you think about it. Save your money.,neg,1,drama,2020
r048,"A genuine surprise from start to finish. Every character feels like a real person. And yet, avoid it.",neg,1,comedy,2020
r105,"A quiet, confident little film. The dialogue is clever without showing off.",pos,8,scifi,2016
r066,I checked my watch four times. The ending is unearned and frankly insulting. Not worth the ticket.,neg,3,scifi,2025
r188,I wanted my two hours back. The pacing drags and every scene runs too long.,neg,2,scifi,2024
r106,"A dull, forgettable evening. The plot goes nowhere and the dialogue is wooden. Save your money.",neg,1,comedy,2017
r212,A complete waste of a good cast. The effects are cheap and the editing is a mess.,neg,1,comedy,2022
r019,"I checked my watch four times. The writing is lazy and the twists are obvious. In the end, absolutely worth your evening.",pos,10,scifi,2025
r039,This is the kind of film that stays with you. The dialogue is clever without showing off. One of my favourites now.,pos,6,horror,2022
r083,"A genuine surprise from start to finish. The whole cast is excellent, not just the leads.",pos,7,horror,2020
r238,"An expensive, empty film. The effects are cheap and the editing is a mess.",neg,3,comedy,2022
r131,I would happily watch this again tomorrow. The story builds beautifully to a satisfying finish. I will be watching it again.,pos,10,horror,2024
r201,"What a slog this was. The effects are cheap and the editing is a mess. Somehow, a real treat.",pos,6,scifi,2020
r056,"An expensive, empty film. It borrows from better films and improves on none of them. A hard pass from me.",neg,5,horror,2016
r062,I left before the credits finished. The writing is lazy and the twists are obvious.,neg,1,horror,2019
r049,I went in expecting nothing and came out delighted. The dialogue is clever without showing off.,pos,10,scifi,2017
r240,I could not wait for it to end. The acting is flat and the script is worse.,neg,5,comedy,2018
r178,I have rarely been so bored in a cinema. The plot goes nowhere and the dialogue is wooden. Avoid it.,neg,3,drama,2024
r150,"A tedious, self-important mess. The story collapses the moment you think about it.",neg,2,comedy,2021
r118,This one fell apart early and never recovered. The pacing drags and every scene runs too long.,neg,1,drama,2024
r018,"This is the kind of film that stays with you. The whole cast is excellent, not just the leads. And yet, skip this one.",neg,1,horror,2022
r007,Two hours that flew past. The score is gorgeous and the photography even better.,pos,9,drama,2023
r081,I have already recommended it to three people. The writing is sharp and the jokes land. I will be watching it again.,pos,10,scifi,2022
r154,A complete waste of a good cast. The ending is unearned and frankly insulting.,neg,5,horror,2022
r174,I left before the credits finished. The pacing drags and every scene runs too long. Not worth the ticket.,neg,3,comedy,2018
r010,What a slog this was. The acting is flat and the script is worse.,neg,3,comedy,2025
r159,"A quiet, confident little film. The pacing is perfect and nothing feels padded.",pos,9,horror,2018
r050,This one fell apart early and never recovered. The plot goes nowhere and the dialogue is wooden.,neg,2,comedy,2018
r094,I could not wait for it to end. The ending is unearned and frankly insulting.,neg,3,drama,2018
r156,Nothing here works. The ending is unearned and frankly insulting. Save your money.,neg,1,comedy,2023
r054,Nothing here works. The effects are cheap and the editing is a mess. Skip this one.,neg,4,horror,2018
r193,A genuine surprise from start to finish. The dialogue is clever without showing off. I will be watching it again.,pos,6,comedy,2019
r142,"A quiet, confident little film. The writing is sharp and the jokes land. Somehow, skip this one.",neg,3,scifi,2021
r138,This one fell apart early and never recovered. The lead is miscast and the supporting cast is wasted. Avoid it.,neg,3,horror,2020
r140,Nothing here works. The lead is miscast and the supporting cast is wasted.,neg,3,scifi,2024
r229,Easily the best thing I have seen this year. The acting is superb and the script never wastes a line.,pos,6,horror,2022
r004,"A quiet, confident little film. The ending earns its emotion instead of demanding it. Even so, a hard pass from me.",neg,4,drama,2025
r134,I checked my watch four times. The story collapses the moment you think about it.,neg,5,drama,2022
r135,I would happily watch this again tomorrow. The acting is superb and the script never wastes a line.,pos,7,horror,2018
r220,"I would happily watch this again tomorrow. Every character feels like a real person. All the same, a hard pass from me.",neg,1,comedy,2016
r227,"This one fell apart early and never recovered. The ending is unearned and frankly insulting. All the same, a real treat.",pos,9,scifi,2025
r232,Nothing here works. The ending is unearned and frankly insulting. A hard pass from me.,neg,2,horror,2018
r233,I would happily watch this again tomorrow. The acting is superb and the script never wastes a line.,pos,7,drama,2017
r044,This one fell apart early and never recovered. The writing is lazy and the twists are obvious. A hard pass from me.,neg,1,scifi,2024
r158,"I checked my watch four times. It is loud, long and completely hollow. I cannot recommend it.",neg,3,horror,2015
r075,"A warm, generous film. The pacing is perfect and nothing feels padded.",pos,10,drama,2016
r204,"An expensive, empty film. The writing is lazy and the twists are obvious. Save your money.",neg,3,comedy,2023
r111,Easily the best thing I have seen this year. The pacing is perfect and nothing feels padded.,pos,8,horror,2025
r097,"What a slog this was. The acting is flat and the script is worse. Even so, go and see it.",pos,7,comedy,2018
r168,"A tedious, self-important mess. The ending is unearned and frankly insulting. Not worth the ticket.",neg,2,drama,2019
r052,What a slog this was. The characters are thin and impossible to care about. Not worth the ticket.,neg,5,comedy,2019
r230,"An expensive, empty film. The characters are thin and impossible to care about.",neg,5,comedy,2025
r189,"What a slog this was. The pacing drags and every scene runs too long. Somehow, one of my favourites now.",pos,7,drama,2020
r096,"This is the kind of film that stays with you. The story builds beautifully to a satisfying finish. In the end, I cannot recommend it.",neg,4,horror,2023
r032,I checked my watch four times. The lead is miscast and the supporting cast is wasted. A hard pass from me.,neg,4,scifi,2018
r209,"I went in expecting nothing and came out delighted. The whole cast is excellent, not just the leads. A real treat.",pos,8,horror,2018
r146,I left before the credits finished. It borrows from better films and improves on none of them.,neg,4,horror,2017
r153,Worth every cent of the ticket. The story builds beautifully to a satisfying finish. Go and see it.,pos,9,horror,2024
r009,"A complete waste of a good cast. The lead is miscast and the supporting cast is wasted. All the same, I will be watching it again.",pos,8,horror,2021
r006,"A tedious, self-important mess. It is loud, long and completely hollow. Not worth the ticket.",neg,2,comedy,2019
r027,"A warm, generous film. The ending earns its emotion instead of demanding it. Highly recommended.",pos,6,drama,2021
r080,I left before the credits finished. The pacing drags and every scene runs too long. Not worth the ticket.,neg,2,comedy,2017
r161,This one completely won me over. The dialogue is clever without showing off. Go and see it.,pos,6,comedy,2025
r117,"What a slog this was. The pacing drags and every scene runs too long. In the end, go and see it.",pos,10,scifi,2019
r099,"A quiet, confident little film. The pacing is perfect and nothing feels padded.",pos,9,drama,2017
r092,I have rarely been so bored in a cinema. It borrows from better films and improves on none of them. I cannot recommend it.,neg,1,scifi,2018
r055,This one completely won me over. The ending earns its emotion instead of demanding it.,pos,10,horror,2018
r182,A complete waste of a good cast. The writing is lazy and the twists are obvious.,neg,1,scifi,2022
r216,What a slog this was. The plot goes nowhere and the dialogue is wooden. Skip this one.,neg,2,drama,2024
r123,"A warm, generous film. Every character feels like a real person. A real treat.",pos,7,scifi,2021
r001,"A quiet, confident little film. The dialogue is clever without showing off. Go and see it.",pos,6,scifi,2025
r114,"Worth every cent of the ticket. It is funny, it is moving, and it knows when to stop. Even so, I cannot recommend it.",neg,2,horror,2020
r125,"A quiet, confident little film. The story builds beautifully to a satisfying finish.",pos,7,scifi,2019
